timestamp,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,marker
1789854559.203964,12149.369999999999,1615.8149999999998,16406.774999999998,22834.71,24596.684999999998,25854.254999999997,26481.914999999997,19846.98,0.0
1789854559.2039757,12159.675,1625.22,16407.0,22837.635,24605.73,25870.68,26482.77,19856.295,0.0
1789854559.2039936,12161.385,1621.26,16399.53,22824.495,24591.6,25869.87,26498.745,19862.55,0.0
1789854559.2040002,12158.145,1617.03,16386.12,22757.129999999997,24558.795,25855.11,26508.51,19861.335,0.0
1789854559.2040071,12164.85,1624.6799999999998,16399.98,22738.545,24553.079999999998,25856.73,26510.805,19867.725,0.0
1789854559.2040129,12156.615,1619.325,16409.114999999998,22771.26,24517.62,25830.989999999998,26507.475,19855.17,0.0
1789854559.2040193,12150.359999999999,1603.98,16378.289999999999,22826.969999999998,24544.305,25840.98,26502.03,19853.64,0.0
1789854559.2040253,12144.33,1607.76,16398.899999999998,22844.16,24555.6,25827.66,26489.43,19843.065,0.0
1789854559.2040315,12135.195,1607.49,16416.045,22867.11,24588.405,25829.684999999998,26481.149999999998,19830.645,0.0
1789854559.2040372,12110.58,1578.375,16387.605,22855.635,24651.045,25863.66,26477.504999999997,19810.71,0.0
1789854559.2040436,12119.22,1595.34,16407.18,22867.649999999998,24650.1,25870.77,26476.2,19812.195,0.0
1789854559.2040496,12139.875,1610.235,16410.195,22859.954999999998,24644.34,25886.16,26492.895,19834.92,0.0
1789854559.2040565,12143.025,1613.52,16412.67,22854.42,24620.985,25864.829999999998,26496.719999999998,19834.695,0.0
1789854559.2040644,12150.494999999999,1618.11,16412.715,22845.555,24613.829999999998,25866.135,26504.37,19843.515,0.0
1789854559.204071,12134.88,1613.2949999999998,16419.735,22859.504999999997,24616.754999999997,25858.53,26488.8,19820.79,0.0
1789854559.2040765,12142.619999999999,1616.6699999999998,16416.135,22843.62,24586.469999999998,25836.164999999997,26496.809999999998,19831.68,0.0
1789854559.2040832,12145.14,1610.28,16399.305,22827.195,24606.36,25872.66,26509.004999999997,19841.535,0.0
1789854559.2040887,12140.234999999999,1600.3799999999999,16387.155,22812.344999999998,24593.985,25861.23,26511.03,19837.125,0.0
1789854559.2040951,12129.21,1591.425,16383.06,22810.68,24579.765,25843.32,26507.475,19822.995,0.0
1789854559.2041008,12129.21,1591.83,16380.63,22803.66,24577.695,25844.445,26509.68,19823.175,0.0
1789854559.2041078,12129.57,1591.245,16381.98,22803.57,24577.695,25843.59,26512.515,19824.3,0.0
1789854559.2041132,12129.885,1594.485,16386.795,22808.835,24580.215,25849.26,26509.14,19822.41,0.0
1789854559.2041197,12142.755,1610.0549999999998,16398.899999999998,22821.03,24588.405,25860.42,26514.855,19835.73,0.0
1789854559.2041252,12147.345,1613.52,16401.375,22810.184999999998,24571.754999999997,25858.934999999998,26524.44,19841.219999999998,0.0
1789854559.2041316,12147.345,1614.06,16404.614999999998,22801.545,24556.995,25849.62,26525.745,19841.399999999998,0.0
1789854559.204137,12139.425,1608.705,16407.809999999998,22831.155,24590.07,25856.1,26519.129999999997,19833.344999999998,0.0
1789854559.2041435,12138.93,1609.7849999999999,16410.51,22841.774999999998,24613.695,25855.605,26514.629999999997,19828.035,0.0
1789854559.204151,12120.615,1590.48,16392.96,22819.094999999998,24596.73,25855.02,26508.195,19809.63,0.0
1789854559.2041576,12120.029999999999,1596.195,16409.43,22835.52,24589.71,25848.315,26507.655,19805.579999999998,0.0
1789854559.2041633,12140.46,1608.9299999999998,16408.26,22821.48,24590.295,25853.399999999998,26518.545,19827.0,0.0
1789854559.2041695,12145.32,1613.745,16406.73,22817.879999999997,24587.145,25856.145,26529.21,19832.579999999998,0.0
1789854559.2041752,12143.295,1608.12,16397.46,22816.665,24587.1,25858.8,26530.11,19830.825,0.0
1789854559.204182,12140.279999999999,1604.745,16397.325,22815.27,24585.975,25850.835,26533.035,19828.71,0.0
1789854559.2041876,12127.545,1594.8,16391.385,22805.37,24572.565,25836.524999999998,26531.414999999997,19815.704999999998,0.0
1789854559.204194,12137.895,1602.0,16391.25,22800.78,24571.485,25838.28,26532.135,19826.01,0.0
1789854559.2041998,12127.904999999999,1593.6299999999999,16385.805,22796.504999999997,24567.795,25835.76,26533.395,19816.38,0.0
1789854559.2042067,12137.13,1607.175,16400.43,22809.105,24576.39,25844.355,26531.46,19822.77,0.0
1789854559.204212,12133.305,1602.0,16395.165,22798.62,24562.079999999998,25839.18,26535.735,19822.23,0.0
1789854559.2042184,12130.335,1601.01,16395.93,22790.969999999998,24572.43,25849.934999999998,26534.43,19817.055,0.0
1789854559.204224,12133.26,1613.2949999999998,16422.03,22785.48,24569.235,25843.23,26530.875,19812.78,0.0
1789854559.2043483,12119.58,1584.81,16381.755,22797.945,24571.934999999998,25840.575,26541.36,19805.805,0.0
1789854559.204362,12128.22,1590.075,16370.414999999999,22803.12,24572.7,25836.344999999998,26541.18,19815.48,0.0
1789854559.2043731,12117.6,1588.995,16387.335,22799.925,24546.105,25823.879999999997,26533.62,19800.63,0.0
1789854559.204379,12131.865,1600.605,16390.755,22787.73,24525.405,25826.445,26534.789999999997,19813.545,0.0
1789854559.204386,12123.135,1583.37,16366.545,22766.445,24544.395,25828.829999999998,26545.77,19812.645,0.0
1789854559.2043917,12100.455,1564.7849999999999,16361.955,22789.17,24596.73,25827.21,26535.735,19787.67,0.0
1789854559.204412,12104.55,1566.8999999999999,16365.644999999999,22798.98,24605.594999999998,25840.305,26536.68,19793.16,0.0
1789854559.2044177,12109.68,1575.0,16373.295,22805.864999999998,24577.829999999998,25830.719999999998,26534.295,19794.96,0.0
1789854559.2076712,12118.185,1583.415,16377.345,22789.215,24568.335,25824.735,26538.885,19800.135,0.0
1789854559.2076845,12115.529999999999,1584.45,16379.595,22787.01,24555.195,25818.975,26537.76,19794.69,0.0
1789854559.212078,12103.56,1570.6799999999998,16364.654999999999,22776.66,24545.295,25815.96,26540.55,19785.555,0.0
1789854559.2120976,12107.52,1574.01,16367.445,22779.945,24558.12,25826.895,26541.315,19790.37,0.0
1789854559.215639,12100.41,1566.27,16364.16,22774.274999999998,24542.64,25819.425,26543.7,19783.26,0.0
1789854559.2156594,12113.55,1579.77,16370.955,22779.855,24542.055,25820.864999999998,26544.645,19793.295,0.0
1789854559.2197323,12106.935,1570.095,16362.72,22787.684999999998,24553.665,25818.885,26546.715,19789.155,0.0
1789854559.219746,12095.369999999999,1553.895,16340.535,22758.795,24552.36,25820.684999999998,26555.445,19780.695,0.0
1789854559.2233725,12109.23,1573.83,16361.234999999999,22744.215,24560.73,25831.26,26558.684999999998,19790.235,0.0
1789854559.2233849,12092.984999999999,1562.5349999999999,16363.574999999999,22761.585,24535.844999999998,25804.44,26547.434999999998,19770.75,0.0
1789854559.3245866,12091.23,1564.3799999999999,16367.984999999999,22791.69,24537.555,25801.605,26538.344999999998,19764.585,0.0
1789854559.3246078,12103.65,1579.23,16378.244999999999,22790.925,24538.32,25805.475,26541.0,19776.96,0.0
1789854559.3246315,12090.33,1562.5349999999999,16362.81,22770.945,24540.84,25808.76,26543.295,19767.015,0.0
1789854559.324641,12091.095,1559.4299999999998,16359.66,22769.774999999998,24539.085,25803.585,26543.204999999998,19769.625,0.0
1789854559.324652,12078.359999999999,1545.7949999999998,16342.199999999999,22751.91,24529.41,25795.26,26545.14,19757.7,0.0
1789854559.32466,12079.26,1549.62,16346.699999999999,22751.01,24519.105,25792.605,26541.989999999998,19756.035,0.0
1789854559.3246698,12091.635,1563.345,16361.324999999999,22765.364999999998,24528.42,25801.695,26545.094999999998,19766.969999999998,0.0
1789854559.3246777,12091.23,1562.3999999999999,16356.914999999999,22762.125,24522.57,25794.225,26550.045,19766.34,0.0
1789854559.3246872,12096.449999999999,1584.135,16398.36,22815.809999999998,24568.02,25818.254999999997,26537.76,19761.84,0.0
1789854559.3247116,12106.035,1576.08,16365.24,22763.204999999998,24543.18,25813.754999999997,26564.805,19783.125,0.0
1789854559.3247228,12091.77,1555.245,16338.734999999999,22741.02,24537.015,25806.914999999997,26565.524999999998,19774.71,0.0
1789854559.3247306,12070.035,1535.76,16326.045,22729.004999999997,24519.105,25788.465,26555.535,19752.795,0.0
1789854559.3247404,12074.49,1543.1399999999999,16335.675,22735.485,24518.295,25794.045,26552.385,19753.785,0.0
1789854559.324748,12069.539999999999,1539.36,16333.244999999999,22730.625,24509.79,25790.489999999998,26556.164999999997,19747.17,0.0
1789854559.3247576,12074.445,1548.45,16343.82,22742.55,24513.57,25792.469999999998,26552.879999999997,19747.305,0.0
1789854559.3247652,12085.425,1557.405,16348.59,22742.145,24512.985,25798.41,26561.61,19761.12,0.0
1789854559.3247745,12077.324999999999,1546.02,16333.244999999999,22714.02,24505.875,25794.09,26568.405,19756.395,0.0
1789854559.324782,12085.83,1556.28,16343.324999999999,22721.895,24522.03,25794.629999999997,26565.075,19761.885,0.0
1789854559.3247917,12084.21,1554.615,16343.279999999999,22735.754999999997,24540.434999999998,25799.579999999998,26565.75,19757.745,0.0
1789854559.3247993,12061.619999999999,1530.7649999999999,16326.359999999999,22744.8,24530.579999999998,25779.285,26560.215,19738.17,0.0
1789854559.3248086,12063.42,1539.495,16339.904999999999,22752.945,24522.704999999998,25780.545,26552.295,19733.13,0.0
1789854559.3248165,12083.31,1562.58,16360.38,22755.105,24501.87,25790.399999999998,26558.46,19747.934999999998,0.0
1789854559.3248255,12075.39,1557.315,16367.085,22753.395,24512.625,25795.844999999998,26564.129999999997,19742.715,0.0
1789854559.324833,12061.035,1540.845,16354.935,22718.835,24512.85,25773.66,26562.42,19730.52,0.0
1789854559.324842,12061.71,1525.05,16304.22,22736.835,24522.704999999998,25780.454999999998,26563.184999999998,19733.579999999998,0.0
1789854559.3248496,12072.06,1538.955,16321.005,22734.45,24525.585,25793.325,26566.515,19743.75,0.0
1789854559.324859,12073.635,1539.945,16324.515,22723.379999999997,24506.82,25790.85,26576.37,19749.51,0.0
1789854559.3248663,12075.525,1549.845,16345.574999999999,22750.92,24489.54,25771.094999999998,26570.879999999997,19745.1,0.0
1789854559.3248756,12078.945,1555.56,16352.369999999999,22759.469999999998,24517.485,25788.645,26568.0,19743.255,0.0
1789854559.324883,12068.685,1539.315,16334.279999999999,22755.375,24542.37,25794.719999999998,26570.655,19736.684999999998,0.0
1789854559.3248923,12059.73,1530.855,16324.154999999999,22728.51,24524.415,25779.51,26575.11,19729.934999999998,0.0
1789854559.3248997,12069.72,1540.3049999999998,16329.96,22696.875,24495.254999999997,25777.035,26583.66,19738.98,0.0
1789854559.3249087,12074.58,1534.365,16305.66,22679.864999999998,24493.274999999998,25796.024999999998,26594.37,19747.395,0.0
1789854559.3249164,12080.835,1545.885,16322.265,22697.594999999998,24503.219999999998,25791.66,26586.899999999998,19748.204999999998,0.0
1789854559.3249257,12060.9,1539.6299999999999,16340.849999999999,22737.42,24503.805,25770.42,26575.065,19725.12,0.0
1789854559.324933,12052.98,1531.575,16334.775,22772.475,24529.635,25778.295,26569.305,19717.02,0.0
1789854559.3249424,12067.244999999999,1553.04,16362.63,22792.32,24562.17,25790.895,26557.155,19722.87,0.0
1789854559.3249495,12077.414999999999,1553.985,16352.055,22749.21,24514.785,25785.045,26584.649999999998,19740.555,0.0
1789854559.3249633,12069.494999999999,1545.48,16345.98,22752.675,24518.024999999998,25782.254999999997,26586.045,19733.13,0.0
1789854559.3249707,12054.06,1523.79,16318.619999999999,22730.309999999998,24529.454999999998,25780.23,26580.42,19719.945,0.0
1789854559.3249807,12065.31,1535.76,16325.055,22725.629999999997,24510.78,25782.885,26586.045,19730.79,0.0
1789854559.3249884,12058.02,1531.3049999999998,16323.21,22716.045,24491.879999999997,25768.98,26588.204999999998,19723.545,0.0
1789854559.3249977,12064.365,1539.6299999999999,16330.5,22718.43,24494.76,25774.649999999998,26586.765,19727.1,0.0
1789854559.3250048,12057.885,1532.79,16325.324999999999,22719.87,24493.454999999998,25763.76,26587.664999999997,19718.82,0.0
1789854559.3250144,12062.97,1535.5349999999999,16329.555,22735.26,24511.32,25776.675,26588.835,19725.255,0.0
1789854559.3250217,12059.324999999999,1530.72,16326.18,22728.329999999998,24507.765,25777.26,26589.059999999998,19721.07,0.0
1789854559.3255925,12047.895,1518.84,16313.175,22707.18,24481.844999999998,25748.82,26585.055,19708.695,0.0
1789854559.3256292,12052.125,1522.8899999999999,16315.064999999999,22700.655,24497.325,25772.489999999998,26590.32,19715.265,0.0
1789854559.3256435,12055.185,1521.27,16308.18,22670.954999999998,24475.32,25765.335,26597.43,19720.44,0.0
1789854559.3256495,12039.885,1509.12,16300.529999999999,22678.605,24450.93,25741.844999999998,26585.504999999997,19703.52,0.0
